0.500000 0.500000 0.717172 0.710438 0.710438 
0.333333 0.500000 0.722222 0.717172 0.732323 
0.250000 0.500000 0.694725 0.690236 0.690236 
0.200000 0.500000 0.709596 0.709596 0.709596 
0.500000 0.600000 0.696970 0.690236 0.676768 
0.333333 0.600000 0.696970 0.681818 0.686869 
0.250000 0.600000 0.690236 0.672278 0.667789 
0.200000 0.600000 0.701178 0.696970 0.696970 
0.500000 0.700000 0.683502 0.656566 0.649832 
0.333333 0.700000 0.651515 0.656566 0.646465 
0.250000 0.700000 0.645342 0.640853 0.640853 
0.200000 0.700000 0.663300 0.633838 0.654882 
0.500000 0.800000 0.636364 0.582492 0.582492 
0.333333 0.800000 0.606061 0.606061 0.590909 
0.250000 0.800000 0.595960 0.595960 0.586981 
0.200000 0.800000 0.587542 0.591751 0.587542 
0.500000 0.900000 0.542088 0.521886 0.515152 
0.333333 0.900000 0.530303 0.505051 0.494949 
0.250000 0.900000 0.524130 0.501684 0.506173 
0.200000 0.900000 0.515993 0.511785 0.499158 
